Move:  Attack Order | BUG | EOT 0 | 2 | DB9 | PHYSICAL |  6, 1 Target |  Attack Order is a Critical Hit on 18+. |
Move:  Miracle Eye | PSYCHIC | SCENE 2 | 0 | NON | STATUS |  Self, Swift Action |  Miracle Eye may be activated as a Swift Action on the user’s turn. For the rest of the turn, the user’s Psychic-Type Moves can hit and affect Dark-Type targets, and the user can see through the Illusion Ability, Moves with the Illusion keyword, and effects created by the Illusionist Capability, ignoring all effects from those. |
Move:  Mirror Coat | PSYCHIC | SCENE 2 | 0 | NON | SPECIAL |  Any, 1 Target, Reaction |  Mirror Coat may be used as a Reaction when the user is hit by a damaging Special Attack. Resolve the Triggering Attack, with Mirror Coat’s user resisting the attack one step further. After the attack is resolved, if Mirror Coat’s user was not Fainted, the triggering foe then loses Hit Points equal to twice the amount of Hit Points lost by the user from the triggering attack. Note that Mirror Coat is Special, and while it cannot miss, it cannot hit targets immune to Psychic-Type Moves. |
Move:  Mist Ball | PSYCHIC | SCENE 2 | 2 | DB7 | SPECIAL |  12, 1 Target |  Mist Ball lowers the target’s Special Attack by 1 Combat Stage on an Even-Numbered Roll. |
Move:  Photon Geyser | PSYCHIC | SCENE 0 | 2 | DB10 | SPECIAL |  Burst 2 |  This attack uses the highest of the user’s Attack or Special Attack Stat, though it remains a Special Move. This Move ignores any Abilities that would cause it to fail or miss, such as Dodge or Wonder Guard; those Abilities cannot be activated in response to Photon Geyser. |
Move:  Power Split | PSYCHIC | SCENE 0 | 0 | NON | STATUS |  Melee, 1 Target |  The target has their Attack and Special Attack lowered by 5. If they do, the user gains a +5 bonus to Damage Rolls. These effects last until the end of the scene. |
Move:  Power Swap | PSYCHIC | SCENE 0 | 0 | NON | STATUS |  Melee, 1 Target |  The user and the target trade Combat Stage values for the Attack Stat, and then for the Special Attack Stat. |
Move:  Power Trick | PSYCHIC | SCENE 0 | 0 | NON | STATUS |  Self |  The user’s Attack stat and Defense stat are switched for the remainder of the scene, or until the user is switched out or Fainted. |
Move:  Prismatic Laser | PSYCHIC | DAILY 2 | 4 | DB16 | SPECIAL |  Line 8, Smite, Exhaust |  None |
Move:  Psybeam | PSYCHIC | AW 0 | 2 | DB7 | SPECIAL |  6, 1 Target |  Psybeam Confuses the target on 19+. |
Move:  Psychic | PSYCHIC | EOT 0 | 2 | DB9 | SPECIAL |  5, 1 Target, Push |  The target is Pushed 1 meter in any direction. Psychic lowers the target’s Special Defense 1 Combat Stage on 17+. |
Move:  Psychic Fangs | PSYCHIC | EOT 0 | 2 | DB9 | PHYSICAL |  4, 1 Target |  Light Screen, Reflect and Aurora Veil cannot be declared in response to Psychic Fangs. |
Move:  Psychic Terrain | PSYCHIC | DAILY 2 | 0 | NON | STATUS |  Field |  The Field becomes Weird for five rounds. While the Field is Weird, non-Flying and non-Levitating Pokémon cannot declare Priority or Interrupt Moves outside their own Initiatives. Damaging Psychic-Type attacks deal an additional 10 damage. |
Move:  Psycho Boost | PSYCHIC | SCENE 0 | 4 | DB14 | SPECIAL |  8, Ranged Blast 3, Smite, Reckless |  Lower the user’s Special Attack 2 Combat Stages after damage is resolved. |
Move:  Psycho Cut | PSYCHIC | EOT 0 | 2 | DB7 | PHYSICAL |  6, 1 Target |  Psycho Cut is a Critical Hit on 18+. |
Move:  Psycho Shift | PSYCHIC | SCENE 0 | 0 | NON | STATUS |  Melee, 1 Target |  The user is cured of a Status ailment and the target is given that Status ailment. Psycho Shift cannot miss. Psycho Shift can only be used if the user has a Status ailment and the target does not have the status ailment that is being transferred. |
Move:  Psyshock | PSYCHIC | AW 0 | 2 | DB8 | SPECIAL |  4, 1 Target |  When calculating damage, the target subtracts their Defense from Psyshock’s damage instead of their Special Defense. Psyshock is still otherwise Special ( Special Evasion is used to avoid it, Mirror Coat can reflect it, etc. ) |
Move:  Psystrike | PSYCHIC | EOT 0 | 2 | DB10 | SPECIAL |  4, 1 Target |  When calculating damage, the target subtracts their Defense from Psystrike’s damage instead of their Special Defense. Psystrike is still otherwise Special (Special Evasion is used to avoid it, Mirror Coat can reflect it, etc.) |
Move:  Psywave | PSYCHIC | AW 0 | 5 | NON | SPECIAL |  6, 1 Target |  Roll 1d4; on 1 the target loses Hit Points equal to half the user’s Level; on 2 the target loses Hit Points equal to the user’s Level; on 3 the target loses Hit Points equal to 1.5x the user’s level; on 4 the target loses Hit Points equal to the user’s Level doubled. Do not apply weakness or resistance, and do not apply Stats. Do apply Immunity. |
Move:  Reflect | PSYCHIC | SCENE 0 | 0 | NON | STATUS |  Blessing |  Blessing – Any user affected by Reflect may activate it when receiving Physical Damage to resist the Damage one step. Reflect may be activated 2 times, and then disappears. |
Move:  Rest | PSYCHIC | SCENE 0 | 0 | NON | STATUS |  Self, Healing |  The user is set to their full Hit Point value. The user is cured of any Status ailments. Then, the user falls Asleep. The user cannot make Sleep Checks at the beginning of their turn. They are cured of the Sleep at the end of their turn in 2 rounds. |
Move:  Role Play | PSYCHIC | DAILY 0 | 0 | NON | STATUS |  Melee, 1 Target |  The user gains one of the target’s Abilities, chosen at random, for the remainder of the encounter. This effect ends if the user Faints or is switched out. Role Play cannot miss. |
Move:  Skill Swap | PSYCHIC | SCENE 0 | 0 | NON | STATUS |  Melee, 1 Target |  The user loses one of their Abilities, selected by the user, and gains one the target’s Abilities, selected at random, for the remainder of encounter. The target loses the copied Ability, and gains the user’s lost Ability. This effect ends if either the target or the user is Switched out or Fainted, but only for that Pokémon or Trainer. |
Move:  Speed Swap | PSYCHIC | SCENE 0 | 2 | NON | STATUS |  Melee, 1 Target |  The user and the target trade Initiative values. |
Move:  Stored Power | PSYCHIC | EOT 0 | 2 | DB2 | SPECIAL |  10, 1 Target |  For every Combat Stage the user has above 0, add +2 to Stored Power’s  |
Move:  Synchronoise | PSYCHIC | SCENE 2 | 2 | DB12 | SPECIAL |  Burst 3 |  Synchronoise can only hit targets that share a type with Synchronoise’s user. |
Move:  Telekinesis | PSYCHIC | SCENE 2 | 0 | NON | STATUS |  4, 1 Target |  The target becomes Lifted. While Lifted, they gain the Levitate Ability, are Slowed, and lose all Movement Capabilities except for the Levitate 4 granted by Levitate (reduced to 2 by the Slow condition). While Lifted, the user may not apply any Evasion bonuses to determine whether they are hit by Moves or not. The Lifted target may use a Shift Action to roll 1d20; on a result of 16+, they stop being Lifted. |
Move:  Teleport | PSYCHIC | SCENE 0 | 0 | NON | STATUS |  Self, Interrupt |  The user Teleports up to X meters, where X is its Teleporter Capability. Teleport can be used as an Interrupt at any time. Moves that targeted Teleport’s user continue through the desired target’s space if the Move allows for it as if the user hadn’t been there; single target moves simply miss. |
Move:  Trick | PSYCHIC | SCENE 0 | 2 | NON | STATUS |  5, 2 Targets |  Both targets must be hit for Trick to succeed. The user may target itself or willing allies with Trick; you do not need to roll for Accuracy Check in these cases. Both targets lose their Held Item or Accessory Slot Item, and gain the other target’s Held Item or Accessory Slot Item. If a target has no Item, it still can gain the other target’s Item. |
Move:  Trick Room | PSYCHIC | DAILY 2 | 0 | NON | STATUS |  Field |  Starting at the beginning of the next round, for 5 rounds, the area is considered Rewinding. While Rewinding, Initiative is reversed, and participants instead go from lowest Initiative to Highest. |
Move:  Wonder Room | PSYCHIC | DAILY 2 | 0 | NON | STATUS |  Field |  For 5 rounds, the area is considered Wondered. While Wondered, each individual Pokémon’s Defense and Special Defense Stats are switched. |
Move:  Zen Headbutt | PSYCHIC | EOT 0 | 4 | DB8 | PHYSICAL |  Melee, 1 Target, Dash |  Zen Headbutt Flinches the target on 15+. |
Move:  Accelerock | ROCK | AW 0 | 2 | DB4 | PHYSICAL |  Melee, 1 Target, Priority |  None |
Move:  Ancient Power | ROCK | EOT 0 | 2 | DB6 | SPECIAL |  6, 1 Target |  On 19+, the user has each of its stats raised by +1 Combat Stage. |
Move:  Diamond Storm | ROCK | SCENE 0 | 3 | DB10 | PHYSICAL |  Close Blast 3, Friendly, Smite |  On Even-Numbered Rolls, Diamond Storm raises the User’s Defense by 2 Combat Stages. |
Move:  Head Smash | ROCK | SCENE 0 | 5 | DB15 | PHYSICAL |  Melee, 1 Target, Dash, Push, Recoil 1/3 |  The target is pushed 2 meters. |
Move:  Power Gem | ROCK | AW 0 | 2 | DB8 | SPECIAL |  6, 1 Target |  None |
Move:  Rock Blast | ROCK | EOT 0 | 5 | DB3 | PHYSICAL |  6, 1 Target, Five Strike |  None |
Move:  Rock Polish | ROCK | EOT 0 | 0 | NON | STATUS |  Self |  Raise the user’s Speed 2 Combat Stages. |
Move:  Rock Slide | ROCK | SCENE 2 | 4 | DB8 | PHYSICAL |  6, Ranged Blast 3 |  Rock Slide Flinches all Legal Targets on 17+. |
Move:  Rock Throw | ROCK | AW 0 | 4 | DB5 | PHYSICAL |  6, 1 Target |  None |
Move:  Rock Tomb | ROCK | AW 0 | 3 | DB6 | PHYSICAL |  6, 1 Target |  Rock Tomb lowers the target’s Speed by -1 Combat Stage. |
Move:  Rock Wrecker | ROCK | DAILY 2 | 4 | DB15 | PHYSICAL |  Melee, 1 Target, Dash, Exhaust, Smite |  Tough |
Move:  Rollout | ROCK | AW 0 | 4 | DB3 | PHYSICAL |  Melee, Pass |  The user continues to use Rollout on each of its turns until they miss any target with Rollout, or are not able to hit any target with Rollout during their turn. Each successive use of Rollout increases Rollout’s  |
Move:  Sandstorm | ROCK | DAILY 2 | 0 | NON | STATUS |  Field, Weather |  The weather changes to a Sandstorm for 5 rounds. While it is Sandstorming, all non-Ground, Rock, or Steel Type Pokémon lose a Tick of Hit Points at the beginning of their turn. |
Move:  Smack Down | ROCK | SCENE 2 | 2 | DB5 | PHYSICAL |  8, 1 Target |  The target is knocked down to ground level, and loses all Sky or Levitate Speeds for 3 turns. During this time, they may be hit by Ground-Type Moves even if normally immune. |
Move:  Stealth Rock | ROCK | SCENE 0 | 0 | NON | STATUS |  6, Hazard |  Set 4 square meters of Stealth Rock hazards within 6 meters. If a foe moves within 2 meters of a space occupied by Rocks, move at most one Rock to the offender, then destroy the Rock. When that happens, the Stealth Rock causes a foe to lose a Tick of Hit Points. Stealth Rock is considered to be dealing damage; Apply Weakness and Resistance. Do not apply stats. A Pokémon who has been hit by a Stealth Rock Hazard cannot get hit by another in the same encounter until it is returned to a Poké Ball and then sent back out. |
Move:  Stone Edge | ROCK | EOT 0 | 5 | DB10 | PHYSICAL |  8, 1 Target |  Stone Edge is a Critical Hit on 17+. |
Move:  Wide Guard | ROCK | SCENE 0 | 0 | NON | STATUS |  Burst 1, Interrupt, Shield, Trigger |  If an Ally adjacent to Wide Guard’s user is hit by a Move, you may use Wide Guard as an Interrupt. All targets adjacent to Wide Guard’s user, including the user, are instead not hit by the triggering Move and do not suffer any of its effects. |
Move:  Anchor Shot | STEEL | EOT 0 | 2 | DB8 | PHYSICAL |  Melee, 1 Target |  The Target is Trapped for 2 rounds. Anchor Shot may only be used from the user's Anchor Token. |
Move:  Autotomize | STEEL | EOT 0 | 0 | NON | STATUS |  Self |  For the remainder of the Encounter, the user’s Weight Class is one value lower, to a minimum of 1. If the user was able to reduce their Weight Class, the user’s Speed is raised by +2 Combat Stages. |
Move:  Bullet Punch | STEEL | AW 0 | 2 | DB4 | PHYSICAL |  Melee, 1 Target, Priority |  None |
Move:  Doom Desire | STEEL | SCENE 2 | 0 | DB14 | SPECIAL |  10, 1 Target |  Doom Desire does nothing on the turn it is used. At the end of the user’s next turn, Doom Desire hits, even if the user is no longer on the field. Doom Desire cannot miss. |
Move:  Flash Cannon | STEEL | EOT 0 | 2 | DB8 | SPECIAL |  6, 1 Target |  Flash Cannon lowers the target’s Special Defense by 1 Combat Stage on 17+. |
Move:  Gear Grind | STEEL | EOT 0 | 3 | DB5 | PHYSICAL |  Melee, 1 Target, Double Strike |  None |
Move:  Gear Up | STEEL | SCENE 2 | 0 | NON | STATUS |  Burst 4 |  All targets with the Plus or Minus Abilities receive +1 Attack and Special Attack Combat Stages |
Move:  Gyro Ball | STEEL | SCENE 2 | 2 | DB6 | PHYSICAL |  6, 1 Target |  The target reveals their Speed Stat (including Combat Stages). If it is higher than the user’s (again, including Combat Stages), subtract the user’s Speed Stat from the target’s, and apply the difference as Bonus Damage. |
Move:  Heavy Slam | STEEL | EOT 0 | 2 | DB4 | PHYSICAL |  Melee, 1 Target |  For each weight class the user is above the target, increase Heavy Slam’s damage base by +2. |
Move:  Iron Defense | STEEL | EOT 0 | 0 | NON | STATUS |  Self |  Raise the user’s Defense 2 Combat Stages. |
Move:  Iron Head | STEEL | EOT 0 | 2 | DB8 | PHYSICAL |  Melee, 1 Target, Dash |  Iron Head Flinches the target on 15+. |
Move:  Iron Tail | STEEL | SCENE 2 | 6 | DB10 | PHYSICAL |  Melee, 1 Target, Smite |  Iron Tail lowers the target’s Defense 1 Combat Stage on 15+. |
Move:  King’s Shield | STEEL | SCENE 0 | 0 | NON | STATUS |  Self, Interrupt, Shield, Trigger |  If the user is hit by an attack, the user may use King’s Shield. The user is instead not hit by the Move. You do not take any damage nor are you affected by any of the Move’s effects. In addition, if the triggering attack was Melee ranged, the attacker’s Attack is lowered by 2 Combat Stages. |
Move:  Magnet Bomb | STEEL | EOT 0 | 0 | DB6 | PHYSICAL |  8, 1 Target |  Magnet Bomb cannot miss. |
Move:  Metal Burst | STEEL | SCENE 0 | 0 | NON | PHYSICAL |  Burst 1 |  Metal Burst causes all targets in the burst to lose Hit Points equal to the total amount of direct Damage the user has taken since the beginning of this Round. Metal Burst cannot miss. |
Move:  Metal Claw | STEEL | AW 0 | 3 | DB5 | PHYSICAL |  Melee, 1 Target, Spirit Surge |  Raise the user’s Attack 1 Combat Stage on 18+. |
Move:  Metal Sound | STEEL | EOT 0 | 4 | NON | STATUS |  Burst 2, Friendly, Sonic |  All Legal Targets have their Special Defense lowered 2 Combat Stages. |
Move:  Meteor Mash | STEEL | EOT 0 | 4 | DB9 | PHYSICAL |  Melee, 1 Target, Dash, Spirit Surge |  Raise the user’s Attack 1 Combat Stage on 15+. |
Move:  Mirror Shot | STEEL | EOT 0 | 5 | DB7 | SPECIAL |  6, Ranged Blast 2 |  All Legal Targets have their Accuracy lowered by -2 on 16+. |
Move:  Shift Gear | STEEL | SCENE 2 | 0 | NON | STATUS |  Self |  The user’s Speed is increased by 2 CS, and the user’s Attack is increased by 1 CS. |
Move:  Smart Strike | STEEL | EOT 0 | 0 | DB7 | PHYSICAL |  Melee, 1 Target |  Smart Strike cannot miss. |
Move:  Steel Wing | STEEL | AW 0 | 3 | DB7 | PHYSICAL |  Melee, Pass, Spirit Surge |  Raise the user’s Defense 1 Combat Stage on 15+. |
Move:  Sunsteel Strike | STEEL | SCENE 2 | 2 | DB10 | PHYSICAL |  Close Blast 2 |  This Move ignores any Abilities that would cause it to fail or miss, such as Dodge or Wonder Guard; those Abilities cannot be activated in response to Sunsteel Strike. |
Move:  Aqua Jet | WATER | AW 0 | 2 | DB4 | PHYSICAL |  Melee, 1 Target, Priority |  None |
Move:  Aqua Ring | WATER | SCENE 0 | 0 | NON | STATUS |  Self, Coat |  Aqua Ring covers the user in a Coat that heals the user at the beginning of their turn. The user is healed a Tick of Hit Points each turn. |
Move:  Aqua Tail | WATER | EOT 0 | 4 | DB9 | PHYSICAL |  Melee, Pass |  None |
Move:  Brine | WATER | SCENE 2 | 2 | DB7 | SPECIAL |  6, 1 Target |  If the target’s Hit Points are under 50%, Brine’s is increased to 13 (4d10+10 / 35). |
Move:  Bubble | WATER | AW 0 | 2 | DB4 | SPECIAL |  Burst 1 |  Bubble lowers the target’s Speed on 16+. |
Move:  Bubble Beam | WATER | AW 0 | 2 | DB7 | SPECIAL |  4, 1 Target |  Bubble Beam lowers the target’s Speed on 18+. |
Move:  Clamp | WATER | AW 0 | 0 | NON | STATUS |  Self |  The user gains a +1 Bonus to Accuracy Rolls made to initiate Grapple Maneuvers, and +2 to Skill Checks made to initiate Grapple Maneuvers or gain Dominance. Whenever the user gains Dominance in a Grapple, the target of the Grapple loses a Tick of Hit Points. |
Move:  Crabhammer | WATER | EOT 0 | 4 | DB10 | PHYSICAL |  Melee, 1 Target |  Crabhammer is a Critical Hit on 18+. |
Move:  Dive | WATER | SCENE 2 | 2 | DB8 | PHYSICAL |  Burst 1, Set-Up, Full Action |  The user moves underwater and their turn ends. The user must be in water at least 10 meters deep to use Dive. While underwater, the user may not be targeted by Moves.->The user may shift horizontally using their Swim speed, and then may shift straight up until reaching a target. The user then attacks with Dive, creating a Burst 1. |
Move:  Hydro Cannon | WATER | DAILY 2 | 4 | DB15 | SPECIAL |  Line 9, Smite, Exhaust |  None |
Move:  Hydro Pump | WATER | SCENE 2 | 4 | DB11 | SPECIAL |  6, 1 Target, Push |  The target is pushed away from the user 3 meters. |
Move:  Liquidation | WATER | EOT 0 | 2 | DB9 | PHYSICAL |  Melee, 1 Target |  The target’s Defense is lowered by 1 Combat Stage on a 17+. |
Move:  Muddy Water | WATER | EOT 0 | 2 | DB9 | SPECIAL |  Close Blast 2 |  As a Shift Action, the user may Move to any open square in Muddy Water’s area of effect without provoking any Attacks of Opportunity. On 16+, the Accuracy of all targets is lowered by 1. |
Move:  Octazooka | WATER | AW 0 | 3 | DB7 | SPECIAL |  6, 1 Target |  On an Even-Numbered Roll, the target’s Accuracy is Lowered by 1. |
Move:  Origin Pulse | WATER | SCENE 2 | 5 | DB12 | SPECIAL |  Close Blast 3, Smite |  None |
Move:  Rain Dance | WATER | DAILY 2 | 0 | NON | STATUS |  Field, Weather |  The weather becomes Rainy for 5 rounds. While Rainy, Water-Type Attacks gain a +5 bonus to Damage Rolls, and Fire-Type Attacks suffer a -5 Damage penalty. |
Move:  Razor Shell | WATER | EOT 0 | 3 | DB8 | PHYSICAL |  Melee, 1 Target, Dash |  Razor Shell lowers the Target’s Defense 1 Combat Stage on an Even-Numbered Roll. |
Move:  Scald | WATER | SCENE 2 | 2 | DB8 | SPECIAL |  5, 1 Target |  Scald Burns the target on 15+. |
Move:  Soak | WATER | DAILY 0 | 2 | NON | STATUS |  5, 1 Target |  The target gains the Water Type in addition to its other Types for 5 turns. |
Move:  Sparkling Aria | WATER | EOT 0 | 2 | DB9 | SPECIAL |  Cone 2, Sonic |  When you hit a target with Sparkling Aria, the user may choose to deal no damage and instead cure that target of Burn, Confusion, Infatuation, or Rage. |
Move:  Steam Eruption | WATER | SCENE 0 | 3 | DB11 | SPECIAL |  Close Blast 3, Smite |  Steam Eruption burns all legal targets on a 15+. |
Move:  Surf | WATER | EOT 0 | 2 | DB9 | SPECIAL |  Line 6 |  As a Shift Action, the user may Move to any open square in Surf’s area of effect without provoking any Attacks of Opportunity. |
Move:  Water Gun | WATER | AW 0 | 2 | DB4 | SPECIAL |  4, 1 Target |  Cute |
Move:  Water Pledge | WATER | SCENE 2 | 2 | DB8 | SPECIAL |  6, 1 Target, Pledge |  If an ally uses Fire Pledge or Grass Pledge, you may use Water Pledge as Priority (Advanced) immediately after their turn to target the same foe. If used in conjunction with Fire Pledge, a Rainbow is created that lasts for 5 rounds. If used in conjunction with Grass Pledge, the target and all foes adjacent to the target are slowed and have their Speed reduced by 2 Combat Stages. Consult the Pledge keyword for additional details. |
Move:  Water Pulse | WATER | AW 0 | 2 | DB6 | SPECIAL |  8, 1 Target, Aura |  Water Pulse Confuses the target on 17+. |
Move:  Water Shuriken | WATER | EOT 0 | 2 | DB2 | SPECIAL |  6, 1 Target, Five Strike, Priority |  None |
Move:  Water Sport | WATER | EOT 0 | 0 | NON | STATUS |  Burst 2, Coat |  All targets in the burst, including the user, gain a Coat which grants them 1 Step of Resistance to Fire Type Moves. After a target has been hit by a damaging Fire Type Move, the coat is removed. |
Move:  Water Spout | WATER | DAILY 0 | 4 | DB15 | SPECIAL |  Burst 1* |  For each 10% of HP the user is missing, Water Spout’s  |
Move:  Skitter Smack | BUG | EOT 0 | 2 | DB7 | PHYSICAL |  Melee, 1 Target, Dash, Full Action |  The user Shifts up to its Overland Capability, ignoring Attacks of Opportunity, before attacking with Skitter Smack. On a hit, the target’s Special Attack is lowered 1 CS. |
Move:  False Surrender | DARK | EOT 0 | 0 | DB8 | PHYSICAL |  Melee, 1 Target |  False Surrender cannot miss. |
Move:  Fiery Wrath | DARK | EOT 0 | 2 | DB9 | SPECIAL |  6, 1 Target |  Fiery Wrath Flinches the target on a 17+. Once per Scene, Fiery Wrath may instead be used as a Fire-Type Move. |
Move:  Jaw Lock | DARK | SCENE 2 | 2 | DB8 | PHYSICAL |  Melee, 1 Target |  You may perform a Grapple Maneuver against the target as a Free Action. |
Move:  Lash Out | DARK | EOT 0 | 2 | DB8 | PHYSICAL |  Melee, 1 Target |  If the user has lost CS from a source other than itself since the end of its last turn, Lash Out is instead DB 15 (4d10 + 20 / 45). Any given foe may be the target of this increased damage only once per Scene. |
Move:  Obstruct | DARK | SCENE 0 | 0 | NON | STATUS |  Self, Interrupt, Shield, Trigger |  If the user is hit by a Move, the user may use Obstruct. The user is instead not hit by the Move. You do not take any damage nor are you affected by any of the Move’s effects. In addition, if the triggering attack was Melee ranged, the attacker’s Defense is lowered by 2 Combat Stages. |
Move:  Wicked Blow | DARK | EOT 0 | 2 | DB8 | PHYSICAL |  Melee, 1 Target, Push |  If Wicked Blow hits, it is a Critical Hit. The target is Pushed 6 meters minus their Weight Class. On a roll of 15+, the target is also Tripped. |
Move:  Breaking Swipe | DRAGON | EOT 0 | 2 | DB6 | PHYSICAL |  Close Blast 2 |  The target’s Attack is lowered 1 CS. |
Move:  Clangorous Soul | DRAGON | SCENE 0 | 0 | NON | STATUS |  Self |  The user loses 1/3rd of their Max Hit Points and has each of its stats raised by +1 Combat Stage. |
Move:  Dragon Darts | DRAGON | EOT 0 | 2 | DB5 | PHYSICAL |  6, 1 Target, Double Strike; or 6, 2 Targets |  None |
Move:  Dragon Energy | DRAGON | DAILY 2 | 2 | DB15 | SPECIAL |  Cone 3 or Line 8 |  For each 10% of HP the user is missing, Dragon Energy’s  |
Move:  Dynamax Cannon | DRAGON | SCENE 2 | 2 | DB10 | SPECIAL |  6, 1 Target |  The DB of Dynamax Cannon increases by +2 for each positive CS the target has, to a maximum of DB 20. |
Move:  Eternabeam | DRAGON | SCENE 0 | 4 | DB16 | SPECIAL |  Line 6, Smite, Exhaust |  None |
Move:  Scale Shot | DRAGON | EOT 0 | 4 | DB3 | PHYSICAL |  6, 1 Target, Five Strike |  The user’s Speed is raised 1 CS, and the user’s Defense is lowered 1 CS. |
Move:  Aura Wheel | ELECTRIC | SCENE 2 | 2 | DB11 | PHYSICAL |  Melee, 1 Target |  The user’s Speed is increased 1 CS. |
Move:  Bolt Beak | ELECTRIC | SCENE 2 | 2 | DB9 | PHYSICAL |  Melee, 1 Target |  Against targets with a lower initiative that have not yet acted this round, Bolt Beak deals +10 damage. |
Move:  Magnetic Flux | ELECTRIC | SCENE 2 | 0 | NON | STATUS |  Burst 4 |  Choose +1 or -1. All targets that are Electric-Type or have the Magnetic Capability receive that many Defense and Special Defense Combat Stages. |
Move:  Overdrive | ELECTRIC | EOT 0 | 2 | DB8 | SPECIAL |  Cone 2, Sonic |  None |
Move:  Rising Voltage | ELECTRIC | SCENE 2 | 2 | DB7 | SPECIAL |  Burst 2, Groundsource, Spirit Surge |  After Rising Voltage is resolved, you may create Electric Terrain in a Blast 7, centered on the user, that lasts for 5 turns. Any creatures in those spaces are affected as if by the Field Move Electric Terrain, rather than any other Field Move. This Effect may trigger only once per Scene. |
Move:  Thunder Cage | ELECTRIC | DAILY 2 | 4 | DB8 | SPECIAL |  8, Ranged Blast 2, Spirit Surge |  The targets are trapped in a Vortex. The DC to escape the Vortex is increased by 3. |
Move:  Decorate | FAIRY | SCENE 0 | 0 | NON | STATUS |  Melee, 1 Target |  The target gains +2 CS in both Attack and Special Attack. |
Move:  Misty Explosion | FAIRY | DAILY 0 | 2 | DB10 | SPECIAL |  Burst 3, Friendly, Smite |  The user’s Hit Points are set to -50% of their full Hit Point value. This Hit Point loss cannot be prevented or reduced in any way. After Misty Explosion is resolved, create Misty Terrain in a Blast 7, centered on the user, that lasts for 5 turns. Any creatures in those spaces are affected as if by the Field Move Misty Terrain, rather than any other Field Move. |
Move:  Spirit Break | FAIRY | EOT 0 | 2 | DB8 | PHYSICAL |  Melee, 1 Target |  The target’s Special Attack stat is lowered 1 CS. |
Move:  Strange Steam | FAIRY | SCENE 2 | 3 | DB9 | SPECIAL |  Burst 1 |  The target is confused on 17+. |
Move:  Body Press | FIGHTING | SCENE 2 | 2 | DB8 | PHYSICAL |  Melee, 1 Target |  The user’s Defense Stat is added to the damage roll instead of the Attack Stat. |
Move:  Coaching | FIGHTING | EOT 0 | 0 | NON | STATUS |  Burst 1 |  The user and any allies in the Burst have their Attack and Defense raised by 1 CS. |
Move:  Meteor Assault | FIGHTING | DAILY 2 | 2 | DB15 | PHYSICAL |  Burst 1, Smite, Exhaust |  None |
Move:  No Retreat | FIGHTING | SCENE 0 | 0 | NON | STATUS |  Self |  The user gains +1 CS in each stat. In addition, the user may not be recalled or switched out until the end of the Scene, and counts as Slowed for the purposes of any movement that would end further away from the nearest enemy than the user started. |
Move:  Octolock | FIGHTING | SCENE 0 | 2 | NON | STATUS |  Melee, 1 Target |  The user initiates a Grapple Maneuver with the target, which automatically hits. If successful, until the user no longer has Dominance in the grapple, the target is Trapped and loses 1 CS in Defense and Special Defense at the end of each of their turns. |
Move:  Thunderous Kick | FIGHTING | EOT 0 | 2 | DB9 | PHYSICAL |  Melee, 1 Target |  All legal targets hit lose 1 Defense Combat Stage. Once per Scene, Thunderous Kick may instead be used as an Electric-Type Move. |
Move:  Burning Jealousy | FIRE | EOT 0 | 2 | DB7 | SPECIAL |  Burst 1, Spirit Surge |  After Burning Jealousy has resolved, the user may choose to Burn foes within 5m that have had any CS raised since the beginning of that foe’s last turn. This Effect may trigger only once per Scene. |
Move:  Pyro Ball | FIRE | SCENE 2 | 4 | DB12 | PHYSICAL |  6, 1 Target, Smite |  The target is Burned on 19+. |
Move:  Dual Wingbeat | FLYING | EOT 0 | 2 | DB4 | PHYSICAL |  Melee, 1 Target, Double Strike |  None |
Move:  Astral Barrage | GHOST | DAILY 0 | 2 | DB12 | SPECIAL |  8, Ranged Blast 2, Smite, Friendly |  Legal targets hit by Astral Barrage are Slowed for one full round. |
Move:  Poltergeist | GHOST | SCENE 0 | 4 | DB11 | PHYSICAL |  8, Ranged Blast 3, Smite |  If a target is holding a Held Item or Main or Off-Hand item, they must either drop it immediately or lose a Tick of Hit Points. This may only cause a target to lose at most one Tick of Hit Points, no matter how many items they were holding. On each of the target’s subsequent turns, if it is still holding the item(s) in question it loses a Tick of Hit Points. |
Move:  Apple Acid | GRASS | EOT 0 | 2 | DB8 | SPECIAL |  Cone 2 |  The target’s Special Defense is lowered by 1 CS. |
Move:  Branch Poke | GRASS | AW 0 | 2 | DB4 | PHYSICAL |  2, 1 Target |  None |
Move:  Drum Beating | GRASS | EOT 0 | 2 | DB8 | PHYSICAL |  4, 1 Target |  The target’s Speed is lowered by 1 CS. |
Move:  Grassy Glide | GRASS | EOT 0 | 2 | DB7 | PHYSICAL |  Melee, Pass, Spirit Surge |  If the user is on Grassy Terrain, Grassy Glide may be used with Priority. After Grassy Glide has been resolved, the user may choose to create Grassy Terrain in the spaces Passed over (including those it started and ended in), that lasts for 5 turns. Any creatures in those spaces are affected as if by the Field Move Grassy Terrain, rather than any other Field Move. |
Move:  Grav Apple | GRASS | EOT 0 | 2 | DB8 | PHYSICAL |  6, 1 Target |  The target’s Defense is lowered by 1 CS. |
Move:  Jungle Healing | GRASS | DAILY 2 | 0 | NON | STATUS |  Burst 1 |  The user and any allies in the burst regain Hit Points equal to 1/4 of their Maximum Hit Point Value, and are cured of any Persistent or Volatile Status Conditions. |
